HistoryBoadDirectories;ManagerId;int;4;0;0;3
HistoryBoadDirectories;DateUpdate;datetime;8;0;0;4
HistoryBoadDirectoryDetails;HistoryBoadDirectoryDetailId;uniqueidentifier;16;0;0;1
HistoryBoadDirectoryDetails;HistoryBoadDirectoryId;uniqueidentifier;16;0;0;2
HistoryBoadDirectoryDetails;LinkAccountinId;int;4;0;0;3
HistoryBoadDirectoryDetails;CategoryId;int;4;0;0;4
HistoryBoadDirectoryDetails;ManagerCreateId;int;4;0;0;5
HistoryBoadDirectoryDetails;DateCreate;datetime;8;0;0;6
HistoryBoadDirectoryDetails;KindId;int;4;0;0;7
HistoryBoadDirectoryDetails;BreedId;int;4;0;0;9
HistoryBoadDirectoryDetails;QualityId;int;4;0;0;10
HistoryBoadDirectoryDetails;ThicknessId;int;4;0;0;11
HistoryBoadDirectoryDetails;LengthId;int;4;0;0;12
HistoryBoadDirectoryDetails;WidthId;int;4;0;0;13
HistoryBoadDirectoryDetails;Currency;nvarchar;20;0;0;14
HistoryBoadDirectoryDetails;Price;float;8;0;0;15
HistoryBoadDirectoryDetails;IsActualPosition;bit;1;0;0;16
HistoryGoodsDirectories;HistoryGoodsDirectoryId;uniqueidentifier;16;0;0;1
HistoryGoodsDirectories;GoodsDirectoryId;int;4;0;0;2
HistoryGoodsDirectories;ManagerId;int;4;0;0;3
HistoryGoodsDirectories;DateUpdate;datetime;8;0;0;4
HistoryGoodsDirectoryDetails;HystoryGoodsDirectoryDetailId;uniqueidentifier;16;0;0;1
HistoryGoodsDirectoryDetails;HistoryGoodsDirectoryId;uniqueidentifier;16;0;0;2
HistoryGoodsDirectoryDetails;ManagerCreateId;int;4;0;0;3
HistoryGoodsDirectoryDetails;CategoryId;int;4;0;0;4
HistoryGoodsDirectoryDetails;LinkAccountinId;int;4;0;0;5
HistoryGoodsDirectoryDetails;KindId;int;4;0;0;6
HistoryGoodsDirectoryDetails;BreedId;int;4;0;0;7
HistoryGoodsDirectoryDetails;ThicknessId;int;4;0;0;8
HistoryGoodsDirectoryDetails;LengthId;int;4;0;0;9
HistoryGoodsDirectoryDetails;DateCreate;datetime;8;0;0;10
HistoryGoodsDirectoryDetails;Currency;nvarchar;10;0;0;11
HistoryGoodsDirectoryDetails;Price;float;8;0;0;12
HistoryGoodsDirectoryDetails;IsActualPosition;bit;1;0;0;13
